Year	PRODUCTNDID	Category_1
2013	ND01378	Sauces_Soups_Condiments_Dressing
2014	ND01378	Sauces_Soups_Condiments_Dressing
2015	ND01186	Meats
2015	ND01182	Meats
2015	ND01187	Meats
2015	ND01869	Meats
2014	RNFD01522	Meats
2013	ND01164	Meats
2014	ND01164	Meats
2009	ND00602	Fats_and_Oils
2010	ND00602	Fats_and_Oils
2011	ND00602	Fats_and_Oils
2012	ND00602	Fats_and_Oils
2002	RNFD01526	Dairy_and_Egg
2003	RNFD01526	Dairy_and_Egg
2004	RNFD01526	Dairy_and_Egg
2005	RNFD01526	Dairy_and_Egg
2006	RNFD01526	Dairy_and_Egg
2007	RNFD01526	Dairy_and_Egg
2009	ND00600	Fats_and_Oils
2010	ND00600	Fats_and_Oils
2011	ND00600	Fats_and_Oils
1997	RNFD01534	Fats_and_Oils
2000	RNFD01534	Fats_and_Oils
2001	RNFD01534	Fats_and_Oils
2002	RNFD01534	Fats_and_Oils
2003	RNFD01534	Fats_and_Oils
2012	RNFD01535	Fats_and_Oils
2013	RNFD01535	Fats_and_Oils
2014	RNFD01535	Fats_and_Oils
2015	ND01214	Meats
2012	ND00600	Fats_and_Oils
2013	ND00600	Fats_and_Oils
2014	ND00600	Fats_and_Oils
2015	ND01876	Medication
2007	RNFD01533	Fats_and_Oils
2013	ND00602	Fats_and_Oils
2014	ND00602	Fats_and_Oils
2015	ND01872	Medication
2015	ND01885	Medication
2015	ND01220	Nuts_and_Seeds
2012	ND00601	Fats_and_Oils
2013	ND00601	Fats_and_Oils
2014	ND00601	Fats_and_Oils
2007	RNFD01545	Fats_and_Oils
2009	RNFD01545	Fats_and_Oils
2004	ND00600	Fats_and_Oils
2005	ND00600	Fats_and_Oils
2004	ND00601	Fats_and_Oils
2005	ND00601	Fats_and_Oils
2002	RNFD01547	Dairy_and_Egg
2003	RNFD01547	Dairy_and_Egg
2004	RNFD01547	Dairy_and_Egg
2000	RNFD01547	Dairy_and_Egg
2001	RNFD01547	Dairy_and_Egg
2005	RNFD01547	Dairy_and_Egg
2006	RNFD01547	Dairy_and_Egg
2007	RNFD01547	Dairy_and_Egg
2004	RNFD01535	Fats_and_Oils
2005	RNFD01535	Fats_and_Oils
2006	RNFD01535	Fats_and_Oils
2007	RNFD01535	Fats_and_Oils
2009	RNFD01535	Fats_and_Oils
2010	RNFD01535	Fats_and_Oils
2011	RNFD01535	Fats_and_Oils
2006	ND00600	Fats_and_Oils
2007	ND00600	Fats_and_Oils
2006	ND00601	Fats_and_Oils
2007	ND00601	Fats_and_Oils
2009	ND00601	Fats_and_Oils
2010	ND00601	Fats_and_Oils
2011	ND00601	Fats_and_Oils
2005	ND00602	Fats_and_Oils
2006	ND00602	Fats_and_Oils
2005	RNFD01545	Fats_and_Oils
2006	RNFD01545	Fats_and_Oils
2000	ND00600	Fats_and_Oils
2001	ND00600	Fats_and_Oils
2002	ND00600	Fats_and_Oils
2003	ND00600	Fats_and_Oils
2000	ND00601	Fats_and_Oils
2001	ND00601	Fats_and_Oils
2002	ND00601	Fats_and_Oils
2003	ND00601	Fats_and_Oils
1997	ND00601	Fats_and_Oils
2015	ND01218	Nuts_and_Seeds
2013	ND01470	Spices_and_Herbs
2014	ND01470	Spices_and_Herbs
2009	ND01700	Vegetables
2010	ND01700	Vegetables
2011	ND01700	Vegetables
2012	ND01700	Vegetables
2013	ND01700	Vegetables
2014	ND01700	Vegetables
2014	ND01676	Vegetables
2015	ND01228	Nuts_and_Seeds
2015	ND01234	Nuts_and_Seeds
2004	RNFD01330	Beverages
2005	RNFD01330	Beverages
2006	RNFD01330	Beverages
2007	RNFD01330	Beverages
2004	RNFD01334	Beverages
2005	RNFD01334	Beverages
2006	RNFD01334	Beverages
2007	RNFD01334	Beverages
2009	ND01706	Vegetables
2010	ND01706	Vegetables
2011	ND01706	Vegetables
2012	ND01706	Vegetables
2013	ND01706	Vegetables
2014	ND01706	Vegetables
2005	RNFD01565	Meats
2006	RNFD01565	Meats
2007	RNFD01565	Meats
2009	RNFD01565	Meats
2010	RNFD01565	Meats
2011	RNFD01565	Meats
2012	RNFD01565	Meats
2015	ND01235	Nuts_and_Seeds
2002	ND01691	Vegetables
2003	ND01691	Vegetables
2004	ND01691	Vegetables
2005	ND01691	Vegetables
2006	ND01691	Vegetables
2007	ND01691	Vegetables
2009	ND01691	Vegetables
2010	ND01691	Vegetables
2011	ND01691	Vegetables
2012	ND01691	Vegetables
2013	ND01691	Vegetables
2014	ND01691	Vegetables
1997	ND01691	Vegetables
2000	ND01691	Vegetables
2001	ND01691	Vegetables
2014	ND00651	Fats_and_Oils
2001	RNFD01595	Meats
2002	RNFD01595	Meats
2003	RNFD01595	Meats
2004	RNFD01595	Meats
2005	RNFD01595	Meats
2006	RNFD01595	Meats
2007	RNFD01595	Meats
2009	RNFD01595	Meats
2010	RNFD01595	Meats
2006	RNFD01606	Meats
2007	RNFD01606	Meats
2001	RNFD01606	Meats
2002	RNFD01606	Meats
2003	RNFD01606	Meats
2004	RNFD01606	Meats
2005	RNFD01606	Meats
1997	RNFD01606	Meats
2000	RNFD01606	Meats
2001	ND00977	Meats
2002	ND00977	Meats
2003	ND00977	Meats
2004	ND00977	Meats
2005	ND00977	Meats
2007	ND00977	Meats
2009	ND00977	Meats
2010	ND00977	Meats
2011	ND00977	Meats
2012	ND00977	Meats
2013	ND00977	Meats
2014	ND00977	Meats
2005	RNFD01612	Nuts_and_Seeds
2006	RNFD01612	Nuts_and_Seeds
2007	RNFD01612	Nuts_and_Seeds
2009	RNFD01612	Nuts_and_Seeds
2010	RNFD01614	Meats
2011	RNFD01614	Meats
2012	RNFD01614	Meats
2013	RNFD01614	Meats
2009	RNFD01618	Seafood
2009	RNFD01622	Nuts_and_Seeds
2010	RNFD01622	Nuts_and_Seeds
2011	RNFD01622	Nuts_and_Seeds
2012	RNFD01622	Nuts_and_Seeds
2015	ND01250	Nuts_and_Seeds
2015	ND01251	Nuts_and_Seeds
2012	ND01793	Vegetables
2013	ND01793	Vegetables
2014	ND01793	Vegetables
2009	ND01351	Sauces_Soups_Condiments_Dressing
2010	ND01351	Sauces_Soups_Condiments_Dressing
2011	ND01351	Sauces_Soups_Condiments_Dressing
2012	ND01351	Sauces_Soups_Condiments_Dressing
2013	ND01351	Sauces_Soups_Condiments_Dressing
2014	ND01351	Sauces_Soups_Condiments_Dressing
2015	ND01260	Nuts_and_Seeds
2005	ND01235	Nuts_and_Seeds
2006	ND01235	Nuts_and_Seeds
2007	ND01235	Nuts_and_Seeds
2009	ND01235	Nuts_and_Seeds
2010	ND01235	Nuts_and_Seeds
2011	ND01235	Nuts_and_Seeds
2012	ND01235	Nuts_and_Seeds
2013	ND01235	Nuts_and_Seeds
2014	ND01235	Nuts_and_Seeds
2015	ND01264	Nuts_and_Seeds
2006	RNFD01642	Fats_and_Oils
2007	RNFD01642	Fats_and_Oils
2009	RNFD01642	Fats_and_Oils
2015	ND01262	Nuts_and_Seeds
2015	ND01258	Nuts_and_Seeds
2015	ND01254	Nuts_and_Seeds
2002	RNFD01653	Meats
2003	RNFD01653	Meats
2004	RNFD01653	Meats
2005	RNFD01653	Meats
2006	RNFD01653	Meats
2007	RNFD01653	Meats
2009	RNFD01653	Meats
2003	ND01462	Spices_and_Herbs
2004	ND01462	Spices_and_Herbs
2006	ND01462	Spices_and_Herbs
2007	ND01462	Spices_and_Herbs
2009	ND01462	Spices_and_Herbs
2010	ND01462	Spices_and_Herbs
2011	ND01462	Spices_and_Herbs
2012	ND01462	Spices_and_Herbs
2013	ND01462	Spices_and_Herbs
2014	ND01462	Spices_and_Herbs
2015	ND01257	Nuts_and_Seeds
2000	ND01462	Spices_and_Herbs
2001	ND01462	Spices_and_Herbs
2002	ND01462	Spices_and_Herbs
2015	ND01268	Nuts_and_Seeds
2015	ND01269	Nuts_and_Seeds
2010	RNFD01661	Spices_and_Herbs
2011	RNFD01661	Spices_and_Herbs
2012	RNFD01661	Spices_and_Herbs
2000	RNFD01663	Spices_and_Herbs
2001	RNFD01663	Spices_and_Herbs
2002	RNFD01663	Spices_and_Herbs
2000	RNFD01666	Spices_and_Herbs
2001	RNFD01666	Spices_and_Herbs
2002	RNFD01666	Spices_and_Herbs
2015	ND01267	Nuts_and_Seeds
2015	ND01266	Nuts_and_Seeds
2000	RNFD01673	Spices_and_Herbs
2001	RNFD01673	Spices_and_Herbs
2002	RNFD01673	Spices_and_Herbs
2003	RNFD01674	Spices_and_Herbs
2004	RNFD01674	Spices_and_Herbs
2006	RNFD01674	Spices_and_Herbs
2007	RNFD01674	Spices_and_Herbs
2009	RNFD01674	Spices_and_Herbs
2010	RNFD01674	Spices_and_Herbs
2011	RNFD01674	Spices_and_Herbs
2012	RNFD01674	Spices_and_Herbs
2003	ND01465	Spices_and_Herbs
2004	ND01465	Spices_and_Herbs
2006	ND01465	Spices_and_Herbs
2007	ND01465	Spices_and_Herbs
2009	ND01465	Spices_and_Herbs
2010	ND01465	Spices_and_Herbs
2011	ND01465	Spices_and_Herbs
2012	ND01465	Spices_and_Herbs
2013	ND01465	Spices_and_Herbs
2014	ND01465	Spices_and_Herbs
2001	RNFD01674	Spices_and_Herbs
2002	RNFD01674	Spices_and_Herbs
2001	ND01465	Spices_and_Herbs
2000	RNFD01675	Spices_and_Herbs
2001	RNFD01675	Spices_and_Herbs
2002	RNFD01675	Spices_and_Herbs
2005	ND00721	Formulas
2006	ND00721	Formulas
2007	ND00721	Formulas
2009	ND00721	Formulas
2010	ND00721	Formulas
2011	ND00721	Formulas
2012	ND00721	Formulas
2013	ND00721	Formulas
2014	ND00721	Formulas
2015	ND01274	Nuts_and_Seeds
2005	ND00716	Formulas
2006	ND00716	Formulas
2007	ND00716	Formulas
2009	ND00716	Formulas
2010	ND00716	Formulas
2011	ND00716	Formulas
2012	ND00716	Formulas
2013	ND00716	Formulas
2014	ND00716	Formulas
2003	ND00716	Formulas
2004	ND00716	Formulas
2015	ND01276	Nuts_and_Seeds
2015	ND01280	Nuts_and_Seeds
2015	ND01286	Nuts_and_Seeds
2015	ND01284	Nuts_and_Seeds
2012	ND00941	Grains
2013	ND00941	Grains
2014	ND00941	Grains
2011	ND00941	Grains
2005	RNFD01682	Formulas
2006	RNFD01682	Formulas
2007	RNFD01682	Formulas
2001	RNFD01682	Formulas
2002	RNFD01682	Formulas
2003	RNFD01682	Formulas
2004	RNFD01682	Formulas
2015	ND01291	Sauces_Soups_Condiments_Dressing
2015	ND01292	Sauces_Soups_Condiments_Dressing
2015	ND01293	Sauces_Soups_Condiments_Dressing
2015	ND01295	Sauces_Soups_Condiments_Dressing
2015	ND01297	Sauces_Soups_Condiments_Dressing
2015	ND01298	Sauces_Soups_Condiments_Dressing
2015	ND01299	Sauces_Soups_Condiments_Dressing
2015	ND01301	Sauces_Soups_Condiments_Dressing
2004	ND00228	Beverages
2005	ND00228	Beverages
2006	ND00228	Beverages
2007	ND00228	Beverages
2009	ND00228	Beverages
2010	ND00228	Beverages
2011	ND00228	Beverages
2012	ND00228	Beverages
2013	ND00228	Beverages
2014	ND00228	Beverages
2015	ND01303	Sauces_Soups_Condiments_Dressing
2001	ND00228	Beverages
2002	ND00228	Beverages
2015	ND01306	Sauces_Soups_Condiments_Dressing
2005	ND00755	Fruits
2006	ND00755	Fruits
2007	ND00755	Fruits
2009	ND00755	Fruits
2010	ND00755	Fruits
2011	ND00755	Fruits
2012	ND00755	Fruits
2013	ND00755	Fruits
2014	ND00755	Fruits
2005	ND00756	Fruits
2006	ND00756	Fruits
2007	ND00756	Fruits
2009	ND00756	Fruits
2010	ND00756	Fruits
2011	ND00756	Fruits
2012	ND00756	Fruits
2013	ND00756	Fruits
2014	ND00756	Fruits
2003	ND00228	Beverages
2002	ND00757	Fruits
2003	ND00757	Fruits
2004	ND00757	Fruits
2005	ND00757	Fruits
2006	ND00757	Fruits
2007	ND00757	Fruits
2000	ND00757	Fruits
2001	ND00757	Fruits
1997	ND00757	Fruits
2009	ND00757	Fruits
2010	ND00757	Fruits
2011	ND00757	Fruits
2012	ND00757	Fruits
2013	ND00757	Fruits
2014	ND00757	Fruits
2009	RNFD02693	Fruits
2015	ND01315	Sauces_Soups_Condiments_Dressing
2002	ND01714	Vegetables
2003	ND01714	Vegetables
2004	ND01714	Vegetables
2005	ND01714	Vegetables
2006	ND01714	Vegetables
2007	ND01714	Vegetables
2009	ND01714	Vegetables
2010	ND01714	Vegetables
2011	ND01714	Vegetables
2012	ND01714	Vegetables
2013	ND01714	Vegetables
2014	ND01714	Vegetables
1997	ND00913	Grains
2000	ND00913	Grains
2001	ND00913	Grains
2002	ND00913	Grains
2003	ND00913	Grains
2004	ND00913	Grains
2005	ND00913	Grains
2006	ND00913	Grains
2007	ND00913	Grains
2009	ND00913	Grains
2010	ND00913	Grains
2011	ND00913	Grains
2012	ND00913	Grains
2013	ND00913	Grains
2014	ND00913	Grains
2004	RNFD01708	Grains
2005	RNFD01708	Grains
2006	RNFD01708	Grains
2007	RNFD01708	Grains
2009	RNFD01709	Grains
2009	RNFD01710	Sweets
2009	RNFD01713	Fruits
2010	RNFD01713	Fruits
2011	RNFD01713	Fruits
2015	ND01324	Sauces_Soups_Condiments_Dressing
2009	RNFD01714	Fruits
2010	RNFD01714	Fruits
2011	RNFD01714	Fruits
2012	RNFD01714	Fruits
2013	RNFD01714	Fruits
1997	ND00749	Fruits
2000	ND00749	Fruits
2001	ND00749	Fruits
2004	ND00749	Fruits
2005	ND00749	Fruits
2006	ND00749	Fruits
2007	ND00749	Fruits
2009	ND00749	Fruits
2014	ND00749	Fruits
2010	ND00749	Fruits
2011	ND00749	Fruits
2012	ND00749	Fruits
2013	ND00749	Fruits
2012	RNFD01713	Fruits
2013	RNFD01713	Fruits
2014	RNFD01713	Fruits
2015	ND01329	Sauces_Soups_Condiments_Dressing
2015	ND01332	Sauces_Soups_Condiments_Dressing
2010	ND00919	Grains
2011	ND00919	Grains
2012	ND00919	Grains
2013	ND00919	Grains
2014	ND00919	Grains
2009	ND00919	Grains
2004	ND00920	Grains
2005	ND00920	Grains
2006	ND00920	Grains
2007	ND00920	Grains
2010	ND00920	Grains
2011	ND00920	Grains
2012	ND00920	Grains
2013	ND00920	Grains
2009	ND00920	Grains
2004	ND00933	Grains
2005	ND00933	Grains
2006	ND00933	Grains
2007	ND00933	Grains
2009	ND00933	Grains
2010	ND00933	Grains
2011	ND00933	Grains
2012	ND00933	Grains
2013	ND00933	Grains
2014	ND00933	Grains
2009	RNFD01718	Supplement
2011	ND01828	Supplement
2004	ND01730	Vegetables
2004	ND01728	Vegetables
2005	ND01731	Vegetables
2006	ND01731	Vegetables
2007	ND01731	Vegetables
2009	RNFD01722	Vegetables
2013	ND01730	Vegetables
2005	ND01728	Vegetables
2006	ND01728	Vegetables
2007	ND01728	Vegetables
2009	ND01728	Vegetables
2005	ND01727	Vegetables
2006	ND01727	Vegetables
2007	ND01727	Vegetables
2014	ND01730	Vegetables
2010	ND01728	Vegetables
2011	ND01728	Vegetables
2012	ND01728	Vegetables
2013	ND01728	Vegetables
2014	ND01728	Vegetables
2014	ND01731	Vegetables
2012	ND01727	Vegetables
2013	ND01727	Vegetables
2014	ND01727	Vegetables
2004	ND01727	Vegetables
2009	ND01731	Vegetables
2010	ND01731	Vegetables
2011	ND01731	Vegetables
2012	ND01731	Vegetables
2013	ND01731	Vegetables
2009	RNFD01727	Dairy_and_Egg
2010	RNFD01727	Dairy_and_Egg
2011	RNFD01727	Dairy_and_Egg
2012	RNFD01727	Dairy_and_Egg
2013	RNFD01727	Dairy_and_Egg
2015	ND01345	Sauces_Soups_Condiments_Dressing
2015	ND01346	Sauces_Soups_Condiments_Dressing
2015	ND01351	Sauces_Soups_Condiments_Dressing
2015	ND01352	Sauces_Soups_Condiments_Dressing
2013	ND00429	Dairy_and_Egg
2014	ND00429	Dairy_and_Egg
2015	ND01356	Sauces_Soups_Condiments_Dressing
2011	ND00861	Grains
2012	ND00861	Grains
2013	ND00861	Grains
2014	ND00861	Grains
2015	ND01359	Sauces_Soups_Condiments_Dressing
2015	ND01360	Sauces_Soups_Condiments_Dressing
2010	RNFD01732	Grains
2011	RNFD01732	Grains
2012	RNFD01732	Grains
2005	RNFD01732	Grains
2006	RNFD01732	Grains
2007	RNFD01732	Grains
2009	RNFD01732	Grains
2015	ND01361	Sauces_Soups_Condiments_Dressing
2009	RNFD01736	Meats
2010	RNFD01736	Meats
2005	RNFD01737	Sweets
2006	RNFD01737	Sweets
2007	RNFD01737	Sweets
2009	RNFD01737	Sweets
2015	ND01358	Sauces_Soups_Condiments_Dressing
2014	ND01280	Nuts_and_Seeds
2015	ND01365	Sauces_Soups_Condiments_Dressing
2009	ND00652	Fats_and_Oils
2010	ND00652	Fats_and_Oils
2011	ND00652	Fats_and_Oils
2012	ND00652	Fats_and_Oils
2013	ND00652	Fats_and_Oils
2014	ND00652	Fats_and_Oils
2010	RNFD01753	Beverages
2011	RNFD01753	Beverages
2012	RNFD01753	Beverages
2013	RNFD01753	Beverages
2004	RNFD01753	Beverages
2005	RNFD01753	Beverages
2006	RNFD01753	Beverages
2007	RNFD01753	Beverages
2009	RNFD01753	Beverages
2012	ND00782	Fruits
2013	ND00782	Fruits
2014	ND00782	Fruits
1997	RNFD01753	Beverages
2000	RNFD01753	Beverages
2001	RNFD01753	Beverages
2002	RNFD01753	Beverages
2003	RNFD01753	Beverages
2015	ND01373	Sauces_Soups_Condiments_Dressing
2015	ND01374	Sauces_Soups_Condiments_Dressing
2010	ND00942	Grains
2011	ND00942	Grains
2012	ND00942	Grains
2013	ND00942	Grains
2014	ND00942	Grains
2015	ND01379	Sauces_Soups_Condiments_Dressing
2009	ND01472	Spices_and_Herbs
2010	ND01472	Spices_and_Herbs
2011	ND01472	Spices_and_Herbs
2012	ND01472	Spices_and_Herbs
2013	ND01472	Spices_and_Herbs
2014	ND01472	Spices_and_Herbs
2000	ND01772	Vegetables
2001	ND01772	Vegetables
2002	ND01772	Vegetables
2003	ND01772	Vegetables
2004	ND01772	Vegetables
2005	ND01772	Vegetables
2006	ND01772	Vegetables
2007	ND01772	Vegetables
2009	ND01772	Vegetables
2015	ND01378	Sauces_Soups_Condiments_Dressing
1997	ND01373	Sauces_Soups_Condiments_Dressing
2000	ND01373	Sauces_Soups_Condiments_Dressing
2001	ND01373	Sauces_Soups_Condiments_Dressing
2010	ND01373	Sauces_Soups_Condiments_Dressing
2011	ND01373	Sauces_Soups_Condiments_Dressing
2012	ND01373	Sauces_Soups_Condiments_Dressing
2013	ND01373	Sauces_Soups_Condiments_Dressing
2014	ND01373	Sauces_Soups_Condiments_Dressing
2015	ND01380	Sauces_Soups_Condiments_Dressing
2002	ND01373	Sauces_Soups_Condiments_Dressing
2003	ND01373	Sauces_Soups_Condiments_Dressing
2004	ND01373	Sauces_Soups_Condiments_Dressing
2005	ND01373	Sauces_Soups_Condiments_Dressing
2006	ND01373	Sauces_Soups_Condiments_Dressing
2007	ND01373	Sauces_Soups_Condiments_Dressing
2009	ND01373	Sauces_Soups_Condiments_Dressing
2002	ND01472	Spices_and_Herbs
2003	ND01472	Spices_and_Herbs
2004	ND01472	Spices_and_Herbs
2005	ND01472	Spices_and_Herbs
2006	ND01472	Spices_and_Herbs
2007	ND01472	Spices_and_Herbs
1997	ND00942	Grains
2000	ND00942	Grains
2001	ND00942	Grains
2002	ND00942	Grains
2003	ND00942	Grains
2004	ND00942	Grains
2005	ND00942	Grains
2006	ND00942	Grains
2007	ND00942	Grains
2009	ND00942	Grains
2010	ND01772	Vegetables
2011	ND01772	Vegetables
2012	ND01772	Vegetables
2013	ND01772	Vegetables
2014	ND01772	Vegetables
2015	ND01390	Sauces_Soups_Condiments_Dressing
2015	ND01384	Sauces_Soups_Condiments_Dressing
2015	ND01386	Sauces_Soups_Condiments_Dressing
2005	ND00636	Fats_and_Oils
2006	ND00636	Fats_and_Oils
2007	ND00636	Fats_and_Oils
2009	ND00636	Fats_and_Oils
2010	ND00636	Fats_and_Oils
2011	ND00636	Fats_and_Oils
2012	ND00636	Fats_and_Oils
2013	ND00636	Fats_and_Oils
2014	ND00636	Fats_and_Oils
2015	ND01399	Sauces_Soups_Condiments_Dressing
2015	ND01391	Sauces_Soups_Condiments_Dressing
2015	ND01383	Sauces_Soups_Condiments_Dressing
2015	ND01397	Sauces_Soups_Condiments_Dressing
2015	ND01389	Sauces_Soups_Condiments_Dressing
2014	ND01719	Vegetables
2009	RNFD01785	Sauces_Soups_Condiments_Dressing
2010	RNFD01785	Sauces_Soups_Condiments_Dressing
2011	RNFD01785	Sauces_Soups_Condiments_Dressing
2009	ND00363	Dairy_and_Egg
2010	ND00363	Dairy_and_Egg
2011	ND00363	Dairy_and_Egg
2012	ND00363	Dairy_and_Egg
2013	ND00363	Dairy_and_Egg
2014	ND00363	Dairy_and_Egg
2015	ND01387	Sauces_Soups_Condiments_Dressing
2004	ND00420	Dairy_and_Egg
2006	ND00420	Dairy_and_Egg
2007	ND00420	Dairy_and_Egg
2009	ND00420	Dairy_and_Egg
2010	ND00420	Dairy_and_Egg
2011	ND00420	Dairy_and_Egg
2012	ND00420	Dairy_and_Egg
2013	ND00420	Dairy_and_Egg
2014	ND00420	Dairy_and_Egg
2009	RNFD01791	Dairy_and_Egg
2010	ND00332	Dairy_and_Egg
2011	ND00332	Dairy_and_Egg
2012	ND00332	Dairy_and_Egg
2013	ND00332	Dairy_and_Egg
2014	ND00332	Dairy_and_Egg
2010	RNFD01792	Dairy_and_Egg
2011	RNFD01792	Dairy_and_Egg
2012	RNFD01792	Dairy_and_Egg
2013	RNFD01792	Dairy_and_Egg
2005	ND00420	Dairy_and_Egg
2013	RNFD01793	Dairy_and_Egg
2009	ND00605	Fats_and_Oils
2010	ND00605	Fats_and_Oils
2011	ND00605	Fats_and_Oils
2012	ND00605	Fats_and_Oils
2013	ND00605	Fats_and_Oils
2014	ND00605	Fats_and_Oils
2005	ND00632	Fats_and_Oils
2006	ND00632	Fats_and_Oils
2007	ND00632	Fats_and_Oils
2009	ND00632	Fats_and_Oils
2004	RNFD01800	Seafood
2005	RNFD01800	Seafood
2006	RNFD01800	Seafood
2007	RNFD01800	Seafood
2011	ND00916	Grains
2012	ND00916	Grains
2013	ND00916	Grains
2015	ND01419	Sauces_Soups_Condiments_Dressing
2010	ND00968	Meats
2011	ND00968	Meats
2011	RNFD01809	Meats
2012	RNFD01809	Meats
2009	RNFD01811	Meats
2010	RNFD01811	Meats
2011	RNFD01811	Meats
2012	ND00968	Meats
2013	ND00968	Meats
2014	ND00968	Meats
2012	ND00989	Meats
2013	ND00989	Meats
2014	ND00989	Meats
2014	ND01118	Meats
1997	RNFD01813	Meats
2000	RNFD01813	Meats
2002	RNFD01813	Meats
2003	RNFD01813	Meats
2004	RNFD01813	Meats
2005	RNFD01813	Meats
2007	RNFD01813	Meats
2009	RNFD01813	Meats
1997	ND01112	Meats
2000	ND01112	Meats
2002	ND01112	Meats
2003	ND01112	Meats
2004	ND01112	Meats
2005	ND01112	Meats
2006	ND01112	Meats
2007	ND01112	Meats
2009	ND01112	Meats
2010	ND01112	Meats
2011	ND01112	Meats
2004	ND01073	Meats
2005	ND01073	Meats
2006	ND01073	Meats
2007	ND01073	Meats
2009	ND01073	Meats
2010	ND01073	Meats
2011	ND01073	Meats
2012	ND01073	Meats
2013	ND01073	Meats
2014	ND01073	Meats
2002	ND01109	Meats
2003	ND01109	Meats
2004	ND01109	Meats
2005	ND01109	Meats
2006	ND01109	Meats
2007	ND01109	Meats
2009	ND01109	Meats
1997	ND01102	Meats
2000	ND01102	Meats
2002	ND01102	Meats
2003	ND01102	Meats
2004	ND01102	Meats
2005	ND01102	Meats
2006	ND01102	Meats
2007	ND01102	Meats
2009	ND01102	Meats
2010	ND01102	Meats
2011	ND01102	Meats
2012	ND01102	Meats
2013	ND01102	Meats
2014	ND01102	Meats
2014	ND01156	Meats
2010	ND01064	Meats
2011	ND01064	Meats
2012	ND01064	Meats
2013	ND01064	Meats
2014	ND01064	Meats
2006	RNFD01821	Meats
2007	RNFD01821	Meats
2009	RNFD01821	Meats
2010	RNFD01822	Meats
2011	RNFD01822	Meats
2012	RNFD01822	Meats
2015	ND01416	Sauces_Soups_Condiments_Dressing
2012	ND01112	Meats
2013	ND01112	Meats
2014	ND01112	Meats
2015	ND01732	Sauces_Soups_Condiments_Dressing
2010	ND01109	Meats
2011	ND01109	Meats
2012	ND01109	Meats
2013	ND01109	Meats
2014	ND01109	Meats
2015	ND01404	Sauces_Soups_Condiments_Dressing
2010	RNFD01826	Meats
2011	RNFD01826	Meats
2012	RNFD01826	Meats
2013	RNFD01826	Meats
2015	ND01410	Sauces_Soups_Condiments_Dressing
2015	ND01402	Sauces_Soups_Condiments_Dressing
2009	RNFD01829	Meats
2012	RNFD01829	Meats
2013	RNFD01829	Meats
2014	RNFD01829	Meats
2010	RNFD01830	Meats
2011	RNFD01830	Meats
2015	ND01423	Seafood
2013	ND01150	Meats
2014	ND01150	Meats
2015	ND01432	Seafood
2006	RNFD01834	Meats
2007	RNFD01834	Meats
2009	RNFD01834	Meats
2010	RNFD01834	Meats
2011	RNFD01834	Meats
2012	RNFD01834	Meats
2009	RNFD01836	Meats
1997	ND01137	Meats
2000	ND01137	Meats
2002	ND01137	Meats
2003	ND01137	Meats
2004	ND01137	Meats
2005	ND01137	Meats
2006	ND01137	Meats
2007	ND01137	Meats
2009	ND01137	Meats
2010	ND01137	Meats
2011	ND01137	Meats
2012	ND01137	Meats
2013	ND01137	Meats
2014	ND01137	Meats
2015	ND01426	Seafood
2013	RNFD01841	Meats
2006	ND00989	Meats
2007	ND00989	Meats
2010	RNFD01845	Meats
2011	RNFD01845	Meats
2006	RNFD01846	Meats
2007	RNFD01846	Meats
2009	RNFD01846	Meats
2010	RNFD01849	Meats
2011	RNFD01849	Meats
2012	RNFD01849	Meats
2012	RNFD01845	Meats
2013	RNFD01845	Meats
2015	ND01436	Seafood
1997	RNFD01858	Meats
2000	RNFD01858	Meats
2002	RNFD01858	Meats
2003	RNFD01858	Meats
2004	RNFD01858	Meats
2005	RNFD01858	Meats
2006	RNFD01858	Meats
2007	RNFD01858	Meats
2009	RNFD01858	Meats
2010	RNFD01858	Meats
2011	RNFD01858	Meats
2012	RNFD01858	Meats
2013	RNFD01858	Meats
2001	RNFD01860	Meats
2001	ND01112	Meats
2001	RNFD01863	Meats
2001	ND01109	Meats
2001	ND01137	Meats
2001	RNFD01858	Meats
2010	ND01374	Sauces_Soups_Condiments_Dressing
2011	ND01374	Sauces_Soups_Condiments_Dressing
2012	ND01374	Sauces_Soups_Condiments_Dressing
2013	ND01374	Sauces_Soups_Condiments_Dressing
2014	ND01374	Sauces_Soups_Condiments_Dressing
2015	ND01450	Seafood
2002	ND01374	Sauces_Soups_Condiments_Dressing
2003	ND01374	Sauces_Soups_Condiments_Dressing
2004	ND01374	Sauces_Soups_Condiments_Dressing
2005	ND01374	Sauces_Soups_Condiments_Dressing
2006	ND01374	Sauces_Soups_Condiments_Dressing
2007	ND01374	Sauces_Soups_Condiments_Dressing
2009	ND01374	Sauces_Soups_Condiments_Dressing
2001	ND01374	Sauces_Soups_Condiments_Dressing
2015	ND01451	Seafood
2015	ND01452	Seafood
2015	ND01440	Seafood
2015	ND01441	Seafood
2010	ND00632	Fats_and_Oils
2011	ND00632	Fats_and_Oils
2012	ND00632	Fats_and_Oils
2013	ND00632	Fats_and_Oils
2014	ND00632	Fats_and_Oils
2015	ND01459	Seafood
2005	ND00722	Formulas
2006	ND00722	Formulas
2007	ND00722	Formulas
2009	ND00722	Formulas
2010	ND00722	Formulas
2011	ND00722	Formulas
2012	ND00722	Formulas
2013	ND00722	Formulas
2014	ND00722	Formulas
