"","PRODUCTNDID","X203","X204","X205","X207","X208","X209","X210","X211","X212","X213","X214","X221","X255","X257","X262","X263","X268","X269","X287","X291","X301","X303","X304","X305","X306","X307","X309","X312","X313","X315","X317","X318","X319","X320","X321","X322","X323","X324","X325","X326","X328","X334","X337","X338","X341","X342","X343","X344","X345","X346","X347","X401","X404","X405","X406","X410","X415","X417","X418","X421","X428","X429","X430","X431","X432","X435","X454","X501","X502","X503","X504","X505","X506","X507","X508","X509","X510","X511","X512","X513","X514","X515","X516","X517","X518","X521","X573","X578","X601","X605","X606","X607","X608","X609","X610","X611","X612","X613","X614","X615","X617","X618","X619","X620","X621","X624","X625","X626","X627","X628","X629","X630","X631","X636","X638","X639","X641","X645","X646","X652","X653","X654","X662","X663","X664","X665","X666","X669","X670","X671","X672","X673","X674","X675","X676","X685","X687","X689","X693","X695","X696","X697","X851","X852","X853","X855","X856","X857","X858","X859","CHOdec","CHOdec2"
"486","ND01459",20.42,1.36,0,2.54,100,NA,NA,NA,NA,NA,NA,0,75.85,NA,0,0,416,0,NA,0,0.145,0.00213,0.033,0.195,0.08,0.87,0.00196,0.000262,0.000201,0.000396,4.75e-05,0,0,0,0,0,0.0011,0,NA,0,0,0,0,0,0,1e-04,0,0,0,0,0,0.0041,7e-06,1.5e-05,0.000558,0.000141,1e-05,9e-06,7.4e-07,0.0809,NA,0,0,0,9e-06,9e-06,NA,0.186,0.824,0.974,1.681,1.813,0.557,0.242,0.946,0.81,0.935,1.631,0.485,1.135,2.217,3.429,1.066,0.671,0.866,NA,0,0,0.252,NA,0.188,0,0,0,0.001,0.001,0.003,0.083,0.07,0.005,0.069,0.015,0.008,0.043,0.252,0.005,0,0.02,0.007,0.006,0.293,0.006,0.052,NA,NA,NA,NA,0.108,0.684,0.006,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,0.004,0.007,0.001,NA,NA,NA,0,0.004,NA,NA,NA,NA,NA,NA,NA,1.52,1.52
"487","ND01462",0.06,0.06,12.65,0.26,288,NA,NA,NA,NA,NA,NA,34.4,52.58,NA,0,0,1205,12.65,NA,0,0.011,0.00012,0.012,0.006,0.148,0.009,0.00011,7.2e-05,NA,0.00023,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1.1e-05,9.5e-05,0.000425,3.5e-05,2.6e-05,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.01,0,0,0,0,0,0,0.005,0.001,NA,0.008,0.003,0.001,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0.01,0.004,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,71.805,71.805
"488","ND01465",0.06,0.06,12.65,0.26,288,NA,NA,NA,NA,NA,NA,34.4,52.58,NA,0,0,1205,12.65,NA,0,0.011,0.00012,0.012,0.006,0.148,0.009,0.00011,7.2e-05,NA,0.00023,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1.1e-05,9.5e-05,0.000425,3.5e-05,2.6e-05,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.01,0,0,0,0,0,0,0.005,0.001,NA,0.008,0.003,0.001,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,0.01,0.004,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,71.805,71.805
"489","ND01470",14.39333331894,2.06999999793,41.12333329221,38.2333332951,207.666666459,NA,2.04666666462,0.94333333239,0.24333333309,0,0,0,4.17999999582,NA,0,0,868.666665798,3.2333333301,0,11.8999999881,0.414333332919,0.00933999999066,0.159333333174,0.28333333305,1.294666665372,13.08999998691,0.00284333333049,0.000447666666219,NA,0.003629666663037,1.26999999873e-05,0.016158333317175,0,3.2333333301e-05,0.000383999999616,5.666666661e-06,0.00320999999679,0,NA,NA,0,1.333333332e-06,0,0.000809333332524,NA,NA,NA,NA,NA,NA,NA,0.0420666666246,0.000210333333123,0.000841333332492,0.003579666663087,0.000601666666065,0.000851333332482,7.5666666591e-05,0,0.0548666666118,NA,NA,0.0004532999995467,0,7.5666666591e-05,7.5666666591e-05,NA,0.198666666468,0.522333332811,0.65333333268,1.173999998826,0.955333332378,0.235666666431,0.183666666483,0.745666665921,0.534666666132,0.895999999104,1.706999998293,0.326999999673,0.754333332579,1.686333331647,2.448666664218,0.760333332573,1.121333332212,0.554666666112,0,0,0,0,0,0.542333332791,0,0,0,0,0,0.004999999995,0.441333332892,0.054333333279,0.001666666665,0.288999999711,0.463666666203,0.629333332704,0,0,0.018666666648,0,0,0,0,0,0,0,NA,NA,NA,NA,0.291999999708,1.100666665566,0,0,0.020999999979,0,0,0,0,0,0,0,0.002999999997,0.007333333326,NA,0.288999999711,0,NA,0.005333333328,0,0,0,0,0,0,0.623999999376,NA,NA,NA,0,NA,NA,0,41.12333329221,41.12333329221
"490","ND01472",13.46,14.28,49.7,11.81,282,NA,0.76,2.14,4.29,0,0,0,10.75,NA,0,0,1179,7.19,0,34.8,0.33,0.0173,0.149,0.3,1.95,2.867,0.0043,0.001,NA,0.0017,2.04e-05,0.74125,0,0.001483,0.015,0.00209,0.03814,0,NA,NA,0,0.00349,2.1e-05,0.00031,0.00024,0.00341,0,0.0031,0,0.00285,0,7e-04,0.00025,0.00094,0.0116,0.000888,0.002094,2.8e-05,0,0.0665,NA,0,0.0001057,0,2.8e-05,2.8e-05,0.0027,0.07,0.27,0.39,0.63,0.36,0.13,0.18,0.37,0.19,0.54,0.49,0.18,0.45,1.69,1.59,0.6,1.25,0.23,0,0,0,0,0,2.462,0,0.013,0,0.013,0.081,0.189,1.619,0.396,0.055,3.116,7.473,0.533,0,0,0.055,0,0.082,0,0.014,0,0,0,0.083,NA,NA,NA,3.211,8.006,0,0.014,0,0,0,0,0,0,0,0,0,0,NA,3.116,0,NA,0.014,0,0,0,0,0.027,0,0.519,NA,NA,NA,0,NA,NA,0,49.7,49.7
"491","ND01479",4.14,14.3,33.79,1.4,276,25.58,1.76,1.31,1.26,0.11,0.66,0,46.37,NA,0,0,1156,5.1,0,2.2,0.031,0.00125,0.017,0.071,0.123,0.37,0.00042,7.3e-05,NA,0.000348,5.6e-06,0,0,0,0,0,0.00046,0,NA,NA,0,0,0,0,0.00041,0.00233,0.00144,0,0.00015,0,0,0.0016,0.000185,0.000116,0.001349,0.000294,0.000117,3.3e-05,0,0.0107,NA,NA,3.41e-05,0,3.3e-05,3.3e-05,0.0364,0.07,0.15,0.214,0.35,0.151,0.081,0.108,0.243,0.157,0.216,0.325,0.109,0.172,0.246,1.648,0.196,0.521,0.256,NA,0,0,0,0.053,2.137,0,0,0.012,0.013,0.005,0.011,1.43,0.553,0.04,2.786,6.386,0.836,0.005,0,0.04,0,0.012,0,0.048,0,0.002,0,NA,NA,NA,NA,3,7.633,0.004,0.013,0.015,0,0.014,0.002,0.037,NA,NA,0.003,0,0.003,0.012,2.772,6.346,0,0.047,0.007,0,0.016,0.037,NA,0,0.789,0,0,NA,0,NA,0,NA,33.79,33.79
"492","ND01506",0,100,0,0,902,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3774,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0.0996,NA,NA,8.3e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.71,NA,29.892,NA,NA,NA,NA,0.103,6.525,16.646,3.887,NA,14.752,2.014,1.327,1.756,10.656,NA,NA,7.514,3.025,5.986,10.137,5.589,1.973,NA,NA,NA,NA,33.841,31.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5
"493","ND01511",25,12.5,50.5,3,415,NA,NA,NA,NA,NA,NA,0,9,NA,0.003,0.028,1734,28.75,NA,12.5,0.625,0.01013,0.175,0.375,0.188,0.238,0.00656,0.000977,4.3e-06,0.001322,3.9e-06,0.0547,0.000651,0.000652,1e-05,0,0.01688,0.045,NA,NA,3.8e-06,0,0,0,0,0,0,0,0,0,0,0.075,0.001875,0.002125,0.025,0.0125,0.0025,5e-04,7.5e-06,0.0017,NA,0,1.04e-05,5e-04,0,0.00085,0,0.314,0.956,1.156,1.937,1.414,0.345,0.332,1.337,0.997,1.208,2.257,0.671,1.067,3.032,5.185,1.209,1.424,1.352,0,0.016,7.4e-06,0.006,0,6.25,0.074,0.026,0.016,0.03,0.031,0.124,1.564,1.008,0.023,2.572,2.671,0.22,0.001,0,0.002,0.009,0.038,0,0.023,0,0,0,NA,NA,NA,NA,2.645,2.892,0.009,0.009,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0.002,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,50.625,50.625
"494","ND01516",4.2,30,63.9,1.2,480,NA,NA,NA,NA,NA,NA,0,0.7,NA,0.062,0.486,2008,54.5,NA,5.9,0.032,0.00313,0.115,0.132,0.365,0.011,0.00162,7e-04,NA,8e-04,4.2e-06,0,0,0,0,0,0.00026,0,NA,NA,0,0,0,1.8e-05,NA,NA,NA,NA,NA,NA,NA,0,5.5e-05,9e-05,0.000427,0.000105,3.5e-05,1.3e-05,0,0.022,NA,NA,5.6e-06,0,1.3e-05,1.3e-05,NA,0.063,0.168,0.164,0.257,0.212,0.044,0.052,0.204,0.159,0.254,0.24,0.073,0.196,0.422,0.637,0.19,0.181,0.183,NA,0,0,0,NA,17.75,0,0,0,0,0,0.02,7.347,10.007,0.267,9.904,0.898,0.068,0,0,0.024,0,0.062,0,0,0,0,0,NA,NA,NA,NA,9.966,0.966,0,0.048,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,63.9,63.9
"495","ND01522",14.32,52.31,28.42,3.6,642,NA,0.91,0,0,0,0,0,1.34,12.9,0.08,1.297,2685,0.91,0,16.6,0.101,0.0174,0.327,0.4,0.83,0.024,0.00963,0.003233,NA,0.004167,8.1e-06,0,0,0,0,0,4e-04,0,NA,NA,0,0,0,3.8e-05,0,0.00583,0,0,0,0,0,0,0.000147,1e-04,0.001355,0.000168,2.7e-05,2.8e-05,0,0.0457,NA,0,9.7e-06,0,2.8e-05,2.8e-05,0.0026,0.13,0.37,0.41,0.695,0.47,0.14,0.225,0.525,0.425,0.655,0.815,0.215,0.475,1.27,1.87,0.505,0.88,0.53,0,0,0,0.002,0,32.277,0,0,0,0,0,0.033,13.309,18.232,0.553,15.969,1.435,0.117,0,0,0.05,0,0.1,0,0,0,0,0,NA,0.038,0.013,0.085,16.068,1.551,0,0.1,0,0,0,0,0,0,0,0,0,0,NA,15.969,0,NA,0,0,0,0,0,0,0,0.117,NA,NA,NA,0,NA,NA,0,28.4825,28.4825
"496","ND01523",4.8,16.3,63.9,1.3,405,NA,NA,NA,NA,NA,NA,0,13.6,NA,0.002,0.078,1695,36.61,NA,2.1,0.029,0.00225,0.031,0.101,0.149,0.286,0.00072,0.000224,NA,0.000128,6.3e-06,0.001725,2e-05,2e-05,0,0,0.00015,0,NA,NA,0,0,0,6e-06,NA,NA,NA,NA,NA,NA,NA,0,0.000255,0.00021,0.001721,0.000547,3.5e-05,4.7e-05,7e-08,0.01,NA,0,6.5e-06,3.5e-05,1.2e-05,7.2e-05,NA,0.064,0.189,0.224,0.361,0.26,0.112,0.105,0.241,0.166,0.264,0.256,0.102,0.219,0.392,0.952,0.171,0.298,0.285,NA,0,0,0.017,NA,4.235,0.001,0,0,0,0,0.078,2.176,1.973,NA,8.946,2.09,0.159,0.004,0.001,NA,NA,0.011,0,0.006,0,0,0,NA,NA,NA,NA,8.965,2.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.9,63.9
"497","ND01524",4.8,16.3,63.9,1.3,405,NA,NA,NA,NA,NA,NA,0,13.6,NA,0.002,0.078,1695,36.61,NA,2.1,0.029,0.00225,0.031,0.101,0.149,0.286,0.00072,0.000224,NA,0.000128,6.3e-06,0.001725,2e-05,2e-05,0,0,0.00015,0,NA,NA,0,0,0,6e-06,NA,NA,NA,NA,NA,NA,NA,0,0.000255,0.00021,0.001721,0.000547,3.5e-05,4.7e-05,7e-08,0.01,NA,0,6.5e-06,3.5e-05,1.2e-05,7.2e-05,NA,0.064,0.189,0.224,0.361,0.26,0.112,0.105,0.241,0.166,0.264,0.256,0.102,0.219,0.392,0.952,0.171,0.298,0.285,NA,0,0,0.017,NA,4.235,0.001,0,0,0,0,0.078,2.176,1.973,NA,8.946,2.09,0.159,0.004,0.001,NA,NA,0.011,0,0.006,0,0,0,NA,NA,NA,NA,8.965,2.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.9,63.9
"498","ND01529",19.6,13.7,57.9,5.8,228,NA,NA,NA,NA,NA,NA,0,3,NA,0.23,2.057,952,1.75,NA,37,0.128,0.01386,0.499,0.734,1.524,0.021,0.00681,0.003788,NA,0.003837,1.43e-05,0,0,0,0,0,1e-04,0,NA,NA,0,0,0,3.8e-05,NA,NA,NA,NA,NA,NA,NA,0,7.8e-05,0.000241,0.002185,0.000254,0.000118,3.2e-05,0,0.012,NA,NA,2.5e-06,0,3.2e-05,3.2e-05,NA,0.293,0.776,0.76,1.189,0.983,0.202,0.239,0.941,0.735,1.177,1.111,0.339,0.904,1.953,2.948,0.879,0.838,0.846,NA,0,0,0,NA,8.07,0,0,0,0,0,0.02,3.69,4.25,NA,4.57,0.44,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,4.57,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9,57.9
"499","ND01534",1.22,0,14.19,0.2,62,NA,NA,NA,NA,NA,NA,0,84.39,NA,0,0,258,13.49,NA,0,0.003,2e-05,0.001,0.022,0.001,0.075,1e-05,2.4e-05,6.91e-05,2e-06,1.1e-06,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,6e-06,1e-06,2e-06,0,1e-06,0,5e-04,NA,NA,0,0,1e-06,1e-06,5e-04,0,0.024,0.019,0.039,0.056,0.01,0,0.028,0.005,0.033,0.106,0.011,0.128,0.084,0.14,0.305,0.197,0.042,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,14.28
"500","ND01535",1.22,0,14.19,0.2,62,NA,NA,NA,NA,NA,NA,0,84.39,NA,0,0,258,13.49,NA,0,0.003,2e-05,0.001,0.022,0.001,0.075,1e-05,2.4e-05,6.91e-05,2e-06,1.1e-06,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,6e-06,1e-06,2e-06,0,1e-06,0,5e-04,NA,NA,0,0,1e-06,1e-06,5e-04,0,0.024,0.019,0.039,0.056,0.01,0,0.028,0.005,0.033,0.106,0.011,0.128,0.084,0.14,0.305,0.197,0.042,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,14.28
"501","ND01541",15.67,0,80.21,2.18,198,NA,NA,NA,NA,NA,NA,0,1.93,NA,0,0,829,0,NA,0.1,0.008,6e-05,0.002,1.293,0.014,0.862,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.21,80.21
"502","ND01542",15.67,0,80.21,2.18,198,NA,NA,NA,NA,NA,NA,0,1.93,NA,0,0,829,0,NA,0.1,0.008,6e-05,0.002,1.293,0.014,0.862,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.21,80.21
"503","ND01545",15.67,0,80.21,2.18,198,NA,NA,NA,NA,NA,NA,0,1.93,NA,0,0,829,0,NA,0.1,0.008,6e-05,0.002,1.293,0.014,0.862,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.21,80.21
"504","ND01547",15.67,0,80.21,2.18,198,NA,NA,NA,NA,NA,NA,0,1.93,NA,0,0,829,0,NA,0.1,0.008,6e-05,0.002,1.293,0.014,0.862,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.21,80.21
"505","ND01548",15.67,0,80.21,2.18,198,NA,NA,NA,NA,NA,NA,0,1.93,NA,0,0,829,0,NA,0.1,0.008,6e-05,0.002,1.293,0.014,0.862,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.21,80.21
"506","ND01549",15.67,0,80.21,2.18,198,NA,NA,NA,NA,NA,NA,0,1.93,NA,0,0,829,0,NA,0.1,0.008,6e-05,0.002,1.293,0.014,0.862,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.21,80.21
"507","ND01552",85.6,0.1,0,1.3,335,0,0,0,0,0,0,0,13,NA,0,0,1402,0,0,0,0.055,0.00111,0.022,0.039,0.016,0.196,0.00014,0.002161,NA,0.000105,3.95e-05,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2.5e-05,0.00023,8.5e-05,0.000125,7e-06,3e-05,0,0.0385,NA,NA,0,0,3e-05,3e-05,NA,0,1.475,1.158,2.454,3.46,0.606,0,1.737,0.303,2.081,6.616,0.662,8.009,5.265,8.753,19.049,12.295,2.605,NA,0,0,0,NA,0.07,0,0,0,0,0,0.01,0.04,0.03,NA,0.05,0,0,0,0,NA,NA,0.01,0,0,0,0,0,NA,NA,NA,NA,0.06,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"508","ND01553",3.5,11,23.6,0.9,207,NA,NA,NA,NA,NA,NA,0,61,NA,0,0,868,21.22,NA,0.7,0.128,9e-05,0.014,0.105,0.199,0.08,0.00069,2.3e-05,1.54e-05,8e-06,1.8e-06,0.010525,0.000116,0.000118,1.9e-05,0,3e-04,0.0024,NA,2e-07,2e-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,6e-04,4.1e-05,0.00024,0.000116,0.000581,4.8e-05,5e-06,3.9e-07,0.026,NA,NA,3e-07,0,5e-06,5e-06,NA,0.045,0.146,0.195,0.316,0.258,0.081,0.029,0.157,0.155,0.217,0.125,0.088,0.121,0.25,0.681,0.093,0.326,0.177,NA,0,0,0.044,NA,6.79,0.36,0.21,0.12,0.28,0.31,1.13,3.06,1.316,0,2.763,0.275,0.175,0,0,0,0,0.206,0,0,0.003,0,0,NA,NA,NA,NA,2.969,0.452,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,23.6
"509","ND01557",0.37,0.07,68.86,0.23,278,NA,NA,NA,NA,NA,NA,0,30.47,NA,0,0,1163,48.5,NA,1.1,0.02,0.00049,0.004,0.019,0.077,0.032,6e-05,1e-04,1.9e-05,4e-05,2e-06,0,0,0,0,0,0.00012,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0088,1.6e-05,7.6e-05,3.6e-05,2e-05,2e-05,1.1e-05,0,0.0102,NA,NA,0,0,1.1e-05,1.1e-05,NA,0.008,0.023,0.017,0.037,0.03,0.001,0.006,0.021,0.025,0.021,0.032,0.014,0.037,0.166,0.109,0.029,0.023,0.028,NA,0,0,0,NA,0.01,0,0,0,0,0,0,0.004,0,NA,0.007,0,0,0,0,NA,NA,0,0,0.018,0,0.014,0,0.012,NA,NA,NA,0.038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,68.9725,68.9725
"510","ND01559",0.37,0.07,68.86,0.23,278,NA,NA,NA,NA,NA,NA,0,30.47,NA,0,0,1163,48.5,NA,1.1,0.02,0.00049,0.004,0.019,0.077,0.032,6e-05,1e-04,1.9e-05,4e-05,2e-06,0,0,0,0,0,0.00012,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0088,1.6e-05,7.6e-05,3.6e-05,2e-05,2e-05,1.1e-05,0,0.0102,NA,NA,0,0,1.1e-05,1.1e-05,NA,0.008,0.023,0.017,0.037,0.03,0.001,0.006,0.021,0.025,0.021,0.032,0.014,0.037,0.166,0.109,0.029,0.023,0.028,NA,0,0,0,NA,0.01,0,0,0,0,0,0,0.004,0,NA,0.007,0,0,0,0,NA,NA,0,0,0.018,0,0.014,0,0.012,NA,NA,NA,0.038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,68.9725,68.9725
"511","ND01561",0.37,0.07,68.86,0.23,278,NA,NA,NA,NA,NA,NA,0,30.47,NA,0,0,1163,48.5,NA,1.1,0.02,0.00049,0.004,0.019,0.077,0.032,6e-05,1e-04,1.9e-05,4e-05,2e-06,0,0,0,0,0,0.00012,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0088,1.6e-05,7.6e-05,3.6e-05,2e-05,2e-05,1.1e-05,0,0.0102,NA,NA,0,0,1.1e-05,1.1e-05,NA,0.008,0.023,0.017,0.037,0.03,0.001,0.006,0.021,0.025,0.021,0.032,0.014,0.037,0.166,0.109,0.029,0.023,0.028,NA,0,0,0,NA,0.01,0,0,0,0,0,0,0.004,0,NA,0.007,0,0,0,0,NA,NA,0,0,0.018,0,0.014,0,0.012,NA,NA,NA,0.038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,68.9725,68.9725
"512","ND01563",0.37,0.07,68.86,0.23,278,NA,NA,NA,NA,NA,NA,0,30.47,NA,0,0,1163,48.5,NA,1.1,0.02,0.00049,0.004,0.019,0.077,0.032,6e-05,1e-04,1.9e-05,4e-05,2e-06,0,0,0,0,0,0.00012,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.0088,1.6e-05,7.6e-05,3.6e-05,2e-05,2e-05,1.1e-05,0,0.0102,NA,NA,0,0,1.1e-05,1.1e-05,NA,0.008,0.023,0.017,0.037,0.03,0.001,0.006,0.021,0.025,0.021,0.032,0.014,0.037,0.166,0.109,0.029,0.023,0.028,NA,0,0,0,NA,0.01,0,0,0,0,0,0,0.004,0,NA,0.007,0,0,0,0,NA,NA,0,0,0.018,0,0.014,0,0.012,NA,NA,NA,0.038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,68.9725,68.9725
